variable_name,variable_type
ASVAB-34_1981,continuous
ASVAB-35_1981,continuous
ASVAB-36_1981,continuous
ASVAB-37_1981,continuous
ASVAB-38_1981,continuous
ASVAB-39_1981,continuous
ASVAB-40_1981,continuous
ASVAB-41_1981,continuous
ASVAB-42_1981,continuous
ASVAB-43_1981,continuous
AFQT-1_1981,continuous
AFQT-2_1981,continuous
AFQT-3_1981,continuous
HGCREV81_1981,continuous
ENROLLMTREV81_1981,categorical_ordinal
SCRPT-8_1981,categorical_nominal
SCRPT-9_1981,categorical_nominal
SCRPT-10_1981,categorical_ordinal
SCRPT-12_1_1981,continuous
SCRPT-13_1_1981,categorical_nominal
SCRPT-14_1_1981,categorical_ordinal
SCRPT-12_2_1981,continuous
SCRPT-13_2_1981,categorical_nominal
SCRPT-14_2_1981,categorical_ordinal
SCRPT-12_3_1981,continuous
SCRPT-13_3_1981,categorical_nominal
SCRPT-14_3_1981,categorical_ordinal
SCRPT-12_4_1981,continuous
SCRPT-13_4_1981,categorical_nominal
SCRPT-14_4_1981,categorical_ordinal
SCRPT-12_5_1981,continuous
SCRPT-13_5_1981,categorical_nominal
SCRPT-14_5_1981,categorical_ordinal
SCRPT-11_6_1981,categorical_ordinal
SCRPT-12_6_1981,continuous
SCRPT-13_6_1981,categorical_nominal
SCRPT-14_6_1981,categorical_ordinal
SCRPT-11_7_1981,categorical_ordinal
SCRPT-12_7_1981,continuous
SCRPT-13_7_1981,categorical_nominal
SCRPT-14_7_1981,categorical_ordinal
SCRPT-11_8_1981,categorical_ordinal
SCRPT-13_8_1981,categorical_nominal
SCRPT-14_8_1981,categorical_ordinal
NUMCH81_1981,continuous
NUMSPPTR81_XRND,categorical_ordinal
ASVAB-AR-MK-IRT-ZSCORE_XRND,continuous
ASVAB-AR-MK-IRT-ZSCORE_PERCENTILE_XRND,continuous
ASVAB-WK-PC-IRT-ZSCORE_XRND,continuous
ASVAB-WK-PC-IRT-ZSCORE_PERCENTILE_XRND,continuous
ASVAB-ARITHREASON-IRT-ZSCORE_XRND,continuous
ASVAB-ARITHREASON-IRT-ZSCORE_PERCENTILE_XRND,continuous
ASVAB-ARITHMETIC-REASONING-1_XRND,binary
ASVAB-ARITHMETIC-REASONING-2_XRND,binary
ASVAB-ARITHMETIC-REASONING-3_XRND,binary
ASVAB-ARITHMETIC-REASONING-4_XRND,binary
ASVAB-ARITHMETIC-REASONING-5_XRND,binary
ASVAB-ARITHMETIC-REASONING-6_XRND,binary
ASVAB-ARITHMETIC-REASONING-7_XRND,binary
ASVAB-ARITHMETIC-REASONING-8_XRND,binary
ASVAB-ARITHMETIC-REASONING-9_XRND,binary
ASVAB-ARITHMETIC-REASONING-10_XRND,binary
ASVAB-ARITHMETIC-REASONING-11_XRND,binary
ASVAB-ARITHMETIC-REASONING-12_XRND,binary
ASVAB-ARITHMETIC-REASONING-13_XRND,binary
ASVAB-ARITHMETIC-REASONING-14_XRND,binary
ASVAB-ARITHMETIC-REASONING-15_XRND,binary
ASVAB-ARITHMETIC-REASONING-16_XRND,binary
ASVAB-ARITHMETIC-REASONING-17_XRND,binary
ASVAB-ARITHMETIC-REASONING-18_XRND,binary
ASVAB-ARITHMETIC-REASONING-19_XRND,binary
ASVAB-ARITHMETIC-REASONING-20_XRND,binary
ASVAB-ARITHMETIC-REASONING-21_XRND,binary
ASVAB-ARITHMETIC-REASONING-22_XRND,binary
ASVAB-ARITHMETIC-REASONING-23_XRND,binary
ASVAB-ARITHMETIC-REASONING-24_XRND,binary
ASVAB-ARITHMETIC-REASONING-25_XRND,binary
ASVAB-ARITHMETIC-REASONING-26_XRND,binary
ASVAB-ARITHMETIC-REASONING-27_XRND,binary
ASVAB-ARITHMETIC-REASONING-28_XRND,binary
ASVAB-ARITHMETIC-REASONING-29_XRND,binary
ASVAB-ARITHMETIC-REASONING-30_XRND,binary
ASVAB-WORDKNOW-IRT-ZSCORE_XRND,continuous
ASVAB-WORDKNOW-IRT-ZSCORE_PERCENTILE_XRND,continuous
ASVAB-WORD-KNOWLEDGE-1_XRND,binary
ASVAB-WORD-KNOWLEDGE-2_XRND,binary
ASVAB-WORD-KNOWLEDGE-3_XRND,binary
ASVAB-WORD-KNOWLEDGE-4_XRND,binary
ASVAB-WORD-KNOWLEDGE-5_XRND,binary
ASVAB-WORD-KNOWLEDGE-6_XRND,binary
ASVAB-WORD-KNOWLEDGE-7_XRND,binary
ASVAB-WORD-KNOWLEDGE-8_XRND,binary
ASVAB-WORD-KNOWLEDGE-9_XRND,binary
ASVAB-WORD-KNOWLEDGE-10_XRND,binary
ASVAB-WORD-KNOWLEDGE-11_XRND,binary
ASVAB-WORD-KNOWLEDGE-12_XRND,binary
ASVAB-WORD-KNOWLEDGE-13_XRND,binary
ASVAB-WORD-KNOWLEDGE-14_XRND,binary
ASVAB-WORD-KNOWLEDGE-15_XRND,binary
ASVAB-WORD-KNOWLEDGE-16_XRND,binary
ASVAB-WORD-KNOWLEDGE-17_XRND,binary
ASVAB-WORD-KNOWLEDGE-18_XRND,binary
ASVAB-WORD-KNOWLEDGE-19_XRND,binary
ASVAB-WORD-KNOWLEDGE-20_XRND,binary
ASVAB-WORD-KNOWLEDGE-21_XRND,binary
ASVAB-WORD-KNOWLEDGE-22_XRND,binary
ASVAB-WORD-KNOWLEDGE-23_XRND,binary
ASVAB-WORD-KNOWLEDGE-24_XRND,binary
ASVAB-WORD-KNOWLEDGE-25_XRND,binary
ASVAB-WORD-KNOWLEDGE-26_XRND,binary
ASVAB-WORD-KNOWLEDGE-27_XRND,binary
ASVAB-WORD-KNOWLEDGE-28_XRND,binary
ASVAB-WORD-KNOWLEDGE-29_XRND,binary
ASVAB-WORD-KNOWLEDGE-30_XRND,binary
ASVAB-WORD-KNOWLEDGE-31_XRND,binary
ASVAB-WORD-KNOWLEDGE-32_XRND,binary
ASVAB-WORD-KNOWLEDGE-33_XRND,binary
ASVAB-WORD-KNOWLEDGE-34_XRND,binary
ASVAB-WORD-KNOWLEDGE-35_XRND,binary
ASVAB-PARACOMP-IRT-ZSCORE_XRND,continuous
ASVAB-PARACOMP-IRT-ZSCORE_PERCENTILE_XRND,continuous
ASVAB-PARAGRAPH-COMPREHENSION-1_XRND,binary
ASVAB-PARAGRAPH-COMPREHENSION-2_XRND,binary
ASVAB-PARAGRAPH-COMPREHENSION-3_XRND,binary
ASVAB-PARAGRAPH-COMPREHENSION-4_XRND,binary
ASVAB-PARAGRAPH-COMPREHENSION-5_XRND,binary
ASVAB-PARAGRAPH-COMPREHENSION-6_XRND,binary
ASVAB-PARAGRAPH-COMPREHENSION-7_XRND,binary
ASVAB-PARAGRAPH-COMPREHENSION-8_XRND,binary
ASVAB-PARAGRAPH-COMPREHENSION-9_XRND,binary
ASVAB-PARAGRAPH-COMPREHENSION-10_XRND,binary
ASVAB-PARAGRAPH-COMPREHENSION-11_XRND,binary
ASVAB-PARAGRAPH-COMPREHENSION-12_XRND,binary
ASVAB-PARAGRAPH-COMPREHENSION-13_XRND,binary
ASVAB-PARAGRAPH-COMPREHENSION-14_XRND,binary
ASVAB-PARAGRAPH-COMPREHENSION-15_XRND,binary
ASVAB-MATHKNOW-IRT-ZSCORE_XRND,continuous
ASVAB-MATHKNOW-IRT-ZSCORE_PERCENTILE_XRND,continuous
ASVAB-MATHEMATICS-KNOWLEDGE-1_XRND,binary
ASVAB-MATHEMATICS-KNOWLEDGE-2_XRND,binary
ASVAB-MATHEMATICS-KNOWLEDGE-3_XRND,binary
ASVAB-MATHEMATICS-KNOWLEDGE-4_XRND,binary
ASVAB-MATHEMATICS-KNOWLEDGE-5_XRND,binary
ASVAB-MATHEMATICS-KNOWLEDGE-6_XRND,binary
ASVAB-MATHEMATICS-KNOWLEDGE-7_XRND,binary
ASVAB-MATHEMATICS-KNOWLEDGE-8_XRND,binary
ASVAB-MATHEMATICS-KNOWLEDGE-9_XRND,binary
ASVAB-MATHEMATICS-KNOWLEDGE-10_XRND,binary
ASVAB-MATHEMATICS-KNOWLEDGE-11_XRND,binary
ASVAB-MATHEMATICS-KNOWLEDGE-12_XRND,binary
ASVAB-MATHEMATICS-KNOWLEDGE-13_XRND,binary
ASVAB-MATHEMATICS-KNOWLEDGE-14_XRND,binary
ASVAB-MATHEMATICS-KNOWLEDGE-15_XRND,binary
ASVAB-MATHEMATICS-KNOWLEDGE-16_XRND,binary
ASVAB-MATHEMATICS-KNOWLEDGE-17_XRND,binary
ASVAB-MATHEMATICS-KNOWLEDGE-18_XRND,binary
ASVAB-MATHEMATICS-KNOWLEDGE-19_XRND,binary
ASVAB-MATHEMATICS-KNOWLEDGE-20_XRND,binary
ASVAB-MATHEMATICS-KNOWLEDGE-21_XRND,binary
ASVAB-MATHEMATICS-KNOWLEDGE-22_XRND,binary
ASVAB-MATHEMATICS-KNOWLEDGE-23_XRND,binary
ASVAB-MATHEMATICS-KNOWLEDGE-24_XRND,binary
ASVAB-MATHEMATICS-KNOWLEDGE-25_XRND,binary
FAM-2_1982,binary
R_REL-2_1982,categorical_nominal
MAR-1A_1982,categorical_ordinal
SCHOOL-31A_1982,binary
SCHOOL-34_1982,categorical_ordinal
SCHOOL-DIPGED_1982,binary
ONJOBS-1A_1982,binary
SRCH-7_1982,binary
SRCH-8_1982,binary
SRCH-28_1982,binary
SRCH-29_000013_1982,binary
SRCH-37_1982,binary
SRCH-38_1982,binary
ONJBS-6_1982,binary
FER-1A_1982,continuous
FER-1B_1982,continuous
FFER-28_1982,binary
ALCH-2_1982,continuous
INCOME-21_1982,binary
INCOME-22_1982,binary
EXP-3_1982,categorical_ordinal
EXP-11A_1982,binary
EXP-11B_1982,binary
EXP-11D_1982,binary
EXP-11E_1982,binary
DATELI_M_1982,continuous
EDUCATION_1982,categorical_ordinal
HLTHCODE_1982,binary
HGCREV82_1982,continuous
ENROLLMTREV82_1982,categorical_ordinal
NUMKID82_1982,continuous
NUMCH82_1982,continuous
NUMSPPTR82_XRND,categorical_ordinal
MAR-1A_1983,binary
SCHOOL-DIPGED_1983,binary
MIL-FAM_1983,continuous
FER-SEX_1_1983,binary
ALCH-2_1983,continuous
ALCH-2A_1983,continuous
HGCREV83_1983,continuous
ENROLLMTREV83_1983,categorical_ordinal
NUMKID83_1983,continuous
NUMCH83_1983,continuous
NUMSPPTR83_XRND,categorical_ordinal
CPS-QES-PROMO38_1984,binary
CPS-76_1984,binary
DRUG-1_1984,continuous
DRUG-2_1984,categorical_ordinal
DRUG-10_1984,binary
DRUG-13_1984,binary
DRUG-16_1984,binary
DRUG-19_1984,binary
DRUG-22_1984,binary
DRUG-35_1984,binary
DRUG-52_1984,binary
DRUG-56_1984,binary
SKIP_1984,categorical_nominal
HGCREV84_1984,continuous
ENROLLMTREV84_1984,categorical_ordinal
NUMKID84_1984,continuous
NUMCH84_1984,continuous
NUMSPPTR84_XRND,categorical_ordinal
SCHOOL-47_1985,binary
FER-CRF_1985,binary
HEALTH-HAIR_1985,categorical_nominal
HEALTH-EYES_1985,categorical_nominal
HEALTH-SOC_1_1985,categorical_nominal
HEALTH-SOC_2_1985,categorical_nominal
SKIP_1985,categorical_nominal
HGCREV85_1985,continuous
ENROLLMTREV85_1985,categorical_ordinal
NUMKID85_1985,continuous
NUMCH85_1985,continuous
NUMSPPTR85_XRND,categorical_ordinal
HGCREV86_1986,continuous
ENROLLMTREV86_1986,categorical_ordinal
NUMKID86_1986,continuous
NUMCH86_1986,continuous
NUMSPPTR86_XRND,categorical_ordinal
Q7-4A_1987,continuous
Q9-69B_1987,binary
Q9-72_1987,binary
Q11-83_1987,binary
HHI-34_1987,categorical_nominal
ES-SEX_1987,binary
TNFI_CENSUS_TRUNC_1987,continuous
HGCREV87_1987,continuous
ENROLLMTREV87_1987,categorical_ordinal
NUMKID87_1987,continuous
NUMCH87_1987,continuous
NUMSPPTR87_XRND,categorical_ordinal
Q3-10B_1988,categorical_ordinal
Q3-10C_M_1988,continuous
Q3-10C_Y_1988,continuous
CPS-84_1988,binary
CPS-25_000001_1988,categorical_ordinal
CPS-25_000002_1988,categorical_ordinal
CPS-25_000003_1988,categorical_ordinal
CPS-25_000011_1988,categorical_ordinal
CPS-25_000004_1988,categorical_ordinal
CPS-25_000005_1988,categorical_ordinal
CPS-25_000006_1988,categorical_ordinal
CPS-25_000007_1988,categorical_ordinal
CPS-25_000008_1988,categorical_ordinal
CPS-25_000009_1988,categorical_ordinal
CPS-25_000010_1988,categorical_ordinal
CPS-20_1988,continuous
CPS-QES-86A.01_1988,binary
CPS-88_1988,continuous
CPS-92_1988,continuous
CPS-94_1988,continuous
AIDS-2_1988,categorical_ordinal
AIDS-3_1988,categorical_ordinal
AIDS-4_1988,categorical_ordinal
AIDS-6_1988,categorical_ordinal
AIDS-7_1988,categorical_ordinal
AIDS-8_1988,categorical_ordinal
AIDS-9_1988,categorical_ordinal
AIDS-10_1988,categorical_ordinal
AIDS-11_1988,binary
AIDS-12_1988,binary
Q11-10_1988,binary
ALCH-21_1988,binary
DRUG-SELF_1988,binary
DRUG-61_1988,binary
INCOME-36_1988,binary
Q11-83_1988,binary
INCOME-35_1988,binary
CRES-1_1988,binary
TIME-FER_1988,continuous
TIME-CHILD_1988,continuous
TIME-FANDC_1988,continuous
INT86_M_1988,continuous
LEFTMIL_1988,categorical_nominal
DATELI_M_1988,continuous
DRUGUSE_1988,binary
QES-87A.01_1988,binary
HGCREV88_1988,continuous
ENROLLMTREV88_1988,categorical_ordinal
NUMKID88_1988,continuous
NUMCH88_1988,continuous
NUMSPPTR88_XRND,categorical_ordinal
CPS-84_1989,binary
CPS-95_1989,categorical_ordinal
CPS-96_1989,binary
CPS-98_1989,continuous
CPS-99_1989,continuous
CPS-QES-86A.01_1989,binary
Q9-22C_1989,binary
Q11-10_1989,binary
HEALTH-28_1989,binary
INCOME-37_1989,categorical_ordinal
ES-15_1_1989,binary
ES-16_1_1989,binary
HGCREV89_1989,continuous
ENROLLMTREV89_1989,categorical_ordinal
NUMKID89_1989,continuous
NUMCH89_1989,continuous
NUMSPPTR89_XRND,categorical_ordinal
CPS-102_1990,binary
CPS-103_1990,binary
FER-18_1990,binary
Q11-10_1990,binary
CITIZEN_1990,binary
TIME-FER_1990,continuous
HHI-34_1990,categorical_nominal
INT88_M_1990,continuous
MODEINT_ORIG_1990,categorical_nominal
MODEINT_FINAL_1990,categorical_nominal
HGCREV90_1990,continuous
ENROLLMTREV90_1990,categorical_ordinal
NUMKID90_1990,continuous
NUMCH90_1990,continuous
NUMSPPTR90_XRND,categorical_ordinal
Q15-14B_1991,binary
HGCREV91_1991,continuous
ENROLLMTREV91_1991,categorical_ordinal
NUMKID91_1991,continuous
NUMCH91_1991,continuous
NUMSPPTR91_XRND,categorical_ordinal
RELSPPTR91_XRND,continuous
SCHOOL-58_M_1992,continuous
FER-3_1992,continuous
Q9-64G_1992,categorical_nominal
Q11-10_1992,binary
Q11-80B_000001_1992,binary
Q11-80B_000003_1992,categorical_nominal
Q11-80B_000005_1992,categorical_nominal
Q11-80B_000006_1992,categorical_nominal
PEARLIN_1_1992,categorical_ordinal
PEARLIN_2_1992,categorical_ordinal
PEARLIN_3_1992,categorical_ordinal
PEARLIN_4_1992,categorical_ordinal
PEARLIN_5_1992,categorical_ordinal
PEARLIN_6_1992,categorical_ordinal
PEARLIN_7_1992,categorical_ordinal
PEARLIN_SCORE_1992,continuous
PEARLIN_IRT_SCORE_1992,continuous
PEARLIN_IRT_STANDARD_ERROR_1992,continuous
PEARLIN_IRT_SCORE_REVISED_1992,continuous
PEARLIN_ZSCORECW_1992,continuous
PEARLIN_ZSCORECW_PERCENTILE_1992,continuous
CESD~000000_1992,categorical_ordinal
CESD~000001_1992,categorical_ordinal
CESD~000002_1992,categorical_ordinal
CESD~000002A_1992,categorical_ordinal
CESD~000003_1992,categorical_ordinal
CESD~000004_1992,categorical_ordinal
CESD~000005_1992,categorical_ordinal
CESD~000005A_1992,categorical_ordinal
CESD~000005B_1992,categorical_ordinal
CESD~000005C_1992,categorical_ordinal
CESD~000006_1992,categorical_ordinal
CESD~000006A_1992,categorical_ordinal
CESD~000006B_1992,categorical_ordinal
CESD~000007_1992,categorical_ordinal
CESD~000007A_1992,categorical_ordinal
CESD~000007B_1992,categorical_ordinal
CESD~000007C_1992,categorical_ordinal
CESD~000008_1992,categorical_ordinal
CESD~000008A_1992,categorical_ordinal
CESD~000009_1992,categorical_ordinal
CESD_SCORE_20_ITEM_1992,continuous
CESD_SCORE_7_ITEM_1992,continuous
CESD_IRT_SCORE_20_ITEM_1992,continuous
CESD_IRT_STANDARD_ERROR_20_ITEM_1992,continuous
CESD_IRT_SCORE_REVISED_1992,continuous
CESD_ZSCORECW_1992,continuous
CESD_ZSCORECW_PERCENTILE_1992,continuous
Q12-5_1992,categorical_ordinal
INT90_M_1992,continuous
INT89_M_1992,continuous
INT88_M_1992,continuous
HGCREV92_1992,continuous
ENROLLMTREV92_1992,categorical_ordinal
NUMKID92_1992,continuous
NUMCH92_1992,continuous
NUMSPPTR92_XRND,categorical_ordinal
RELSPPTR92_XRND,continuous
Q2-4AC_1993,binary
SIBROS_OLDER_YOUNGER.01_1993,categorical_nominal
SIBROS_YRS_OLDER_YOUNGER.01_1993,continuous
SIBROS_GENDER.01_1993,binary
SIBROS_HGC.01_1993,continuous
SIBROS_NUMKIDS.01_1993,continuous
SIBROS_ANY_MORE_SIBS.01_1993,binary
SIBROS_OLDER_YOUNGER.02_1993,categorical_nominal
SIBROS_YRS_OLDER_YOUNGER.02_1993,continuous
SIBROS_GENDER.02_1993,binary
SIBROS_HGC.02_1993,continuous
SIBROS_NUMKIDS.02_1993,continuous
SIBROS_ANY_MORE_SIBS.02_1993,binary
DLI-1.01_1993,binary
DLI-1.02_1993,binary
DLI-5-4A.02_1993,binary
DLI-5-4A.03_1993,binary
PDLI-1A.01_1993,binary
PDLI-1A.02_1993,binary
Q6-23F_1993,binary
Q6-23H_1993,binary
Q6-23I_1993,binary
Q6-23K_1993,binary
CPS-ONJS-7300_1993,binary
CPS-ONJS-8400_1993,binary
CPS-Q6-48_1993,binary
CPS-QES-52E_1993,continuous
CPS-QES-52F_1993,continuous
CPS-QES-52G~000001_1993,categorical_ordinal
CPS-QES-52G~000002_1993,categorical_ordinal
CPS-QES-52G~000003_1993,categorical_ordinal
CPS-QES-52G~000007_1993,categorical_ordinal
CPS-QES-52G~000008_1993,categorical_ordinal
CPS-QES-52H_1993,continuous
CPS-QES-52J_1993,continuous
CPS-QES-52K_1993,binary
CPS-QES-FIRMSZ4_1993,binary
QES-8.01~M_1993,continuous
QES-8.01~Y_1993,continuous
QES-59B.01~M_1993,continuous
QES-59B.01~Y_1993,continuous
QES-60A.01_1993,continuous
EMPLOYER_EMPPREVID.02_1993,continuous
Q8-37_1993,binary
Q8-37A_1993,binary
Q8-37C_1993,binary
Q8-37D_1993,binary
Q8-37E_1993,binary
Q8-37F_1993,binary
Q8-37G_1993,binary
Q8-37H_1993,binary
Q8-38_1993,binary
Q9-42B_1993,binary
Q11-9A_1A_1993,categorical_ordinal
Q11-9A_1B_1993,categorical_ordinal
Q11-10_1993,binary
Q11-80B~000003_1993,categorical_nominal
Q11-80B~000005_1993,categorical_nominal
Q11-80B~000006_1993,categorical_nominal
Q13U-1_1993,binary
Q13A-1_1993,binary
Q13A-6B_1993,binary
Q13F-1_1993,binary
Q13F-6B_1993,binary
Q13-48_1993,continuous
Q13-49_1993,binary
Q13-93_1993,binary
LINTDATE~M_1993,continuous
UNEMPR_LASTMO_1993,continuous
AFDC-LASTMO_1993,continuous
FOODS-LASTMO_1993,continuous
HGCREV93_1993,continuous
ENROLLMTREV93_1993,categorical_ordinal
NUMKID93_1993,continuous
NUMCH93_1993,continuous
NUMSPPTR93_XRND,categorical_ordinal
RELSPPTR93_XRND,continuous
RECALL-CHECK_1994,binary
Q2-4AC_1994,binary
Q3-30_1994,binary
Q3-32_1994,binary
QES-52DA.01_1994,categorical_ordinal
QES-52E.01_1994,continuous
QES-52F.01_1994,continuous
QES-52G.01~000001_1994,binary
QES-52G.01~000002_1994,continuous
QES-52H.01_1994,continuous
QES-52J.01_1994,continuous
QES-52JA.01_1994,binary
QES-59A.01_1994,binary
QES-84H.01_1994,binary
QES-84O.01_1994,continuous
QES-91A.01_1994,binary
QES-91B.01_1994,binary
QES-91G.01_1994,binary
Q7-5A_1994,binary
Q8-18A_1994,binary
Q8-36_1994,binary
Q8-37_1994,binary
Q8-37A_1994,binary
Q8-37C_1994,binary
Q8-37D_1994,binary
Q8-37E_1994,binary
Q8-37F_1994,binary
Q8-37G_1994,binary
Q8-37H_1994,binary
Q8-38_1994,binary
Q9-TIME_1994,continuous
Q9-RECALL1_1994,binary
Q9NB-30.01_1994,binary
Q9-30.01_1994,binary
Q9-64G_1994,categorical_nominal
Q11-TIME_1994,continuous
Q11-10_1994,binary
Q11-11A_1994,binary
CESD~000001_1994,categorical_ordinal
CESD~000003_1994,categorical_ordinal
CESD~000004_1994,categorical_ordinal
CESD~000005_1994,categorical_ordinal
CESD~000006_1994,categorical_ordinal
CESD~000008_1994,categorical_ordinal
CESD~000009_1994,categorical_ordinal
CESD_SCORE_7_ITEM_1994,continuous
CESD_IRT_SCORE_7_ITEM_1994,continuous
CESD_IRT_STANDARD_ERROR_7_ITEM_1994,continuous
Q12-2A_1994,binary
Q13U-A_1994,binary
Q13A-A_1994,binary
Q13A-7_1994,binary
Q13-48_1994,categorical_nominal
Q13-53_1994,categorical_nominal
Q13-54_1994,continuous
Q13W-A_1994,binary
Q13-145B~000001_1994,binary
Q13-145B~000002_1994,continuous
Q13-145B~000003_1994,continuous
Q13-145B~000004_1994,continuous
Q13-145B~000005_1994,continuous
Q13-145B~000006_1994,continuous
Q13-145B~000007_1994,continuous
Q13-145B~000008_1994,continuous
Q13-145B~000009_1994,continuous
DS-INTRO5_1994,continuous
DS-INTRO6_1994,categorical_ordinal
NUMKID94_1994,continuous
NUMCH94_1994,continuous
NUMSPPTR94_XRND,categorical_ordinal
RELSPPTR94_XRND,continuous
HGCREV94_1994,continuous
ENROLLMTREV94_1994,categorical_ordinal
HGCREV96_1996,continuous
ENROLLMTREV96_1996,categorical_ordinal
NUMKID96_1996,continuous
NUMCH96_1996,continuous
NUMSPPTR96_XRND,categorical_ordinal
RELSPPTR96_XRND,continuous
Q2-4AC_1996,categorical_nominal
Q5-25_1996,binary
Q5-27_1996,binary
Q5-28F_1996,binary
Q5-31A_1996,binary
Q5-88A_1996,binary
Q6-32D_1996,binary
Q6-33AA_1996,binary
QES-57F.01_1996,binary
QES-58.01_1996,binary
QES-RESPONS15.01_1996,binary
QES-RESPONS25.01_1996,binary
QES-PROMOPOS53.01_1996,binary
QES-PAYMT67A.01_1996,categorical_ordinal
QES-PAYMT69.01~M_1996,categorical_nominal
QES-PAYMT70.01_1996,binary
QES-84H.01_1996,binary
QES-84O.01_1996,continuous
QES-87.01_1996,binary
QES-91A.01_1996,binary
QES-91B.01_1996,binary
QES-91G.01_1996,binary
Q7-5A_1996,binary
Q8-36B.01~M_1996,categorical_nominal
Q8-49.01_1996,binary
Q9-TIME_1996,continuous
Q9NB-30.01_1996,binary
Q9-29I.01_1996,continuous
Q9-30.01_1996,binary
Q9-64G_1996,binary
Q11-TIME_1996,continuous
Q11-10_1996,binary
Q13A-7_1996,binary
RECV-FDSTMPS-LASTMO_1996,binary
SPOCCODEDLI_1996,continuous
Q2-4AC_1998,categorical_nominal
CPS-5100.01_1998,categorical_nominal
Q5-23.01_1998,binary
Q5-25.01_1998,binary
Q5-27.01_1998,binary
Q5-28F.01_1998,binary
CPS-26200_1998,binary
Q6-23I.01_1998,continuous
Q6-23J.01_1998,binary
QES-57F.01_1998,binary
QES-58.01_1998,binary
QES-RESPONS15.01_1998,binary
QES-RESPONS25.01_1998,binary
QES-87.01_1998,binary
Q8-36B.01~M_1998,categorical_nominal
QES-59D.01_1998,continuous
Q9NB-20D1_1998,binary
Q9NB-23B_1998,binary
Q9-64G_1998,binary
Q11-9A_1998,binary
Q11-10_1998,categorical_nominal
Q13U-INIT1_1998,binary
Q13-35_1998,categorical_ordinal
Q13-OWELF-3_1998,binary
Q13A-INIT1_1998,binary
Q13F-INIT1_1998,binary
Q13-44H_1998,binary
WR-0_1998,binary
DS-INTRO5_1998,categorical_nominal
DS-INTRO6_1998,categorical_ordinal
OSCHOOL_1998,binary
HGCREV98_1998,continuous
ENROLLMTREV98_1998,categorical_ordinal
NUMKID98_1998,continuous
NUMCH98_1998,continuous
NUMSPPTR98_XRND,categorical_ordinal
RELSPPTR98_XRND,continuous
R_REL-1_2000,categorical_nominal
R_REL-2_2000,categorical_nominal
SPARMAR-1_D_2000,binary
Q6-23J.01_2000,binary
CPSIND80.01_2000,categorical_nominal
CPSOCC80.01_2000,categorical_nominal
QES-87.01_2000,binary
EMP-JOBSRCH-1_2000,binary
EMP-JOBSRCH-2_2000,binary
Q5-88A_2000,binary
Q9NB-20D1_2000,binary
Q9NB-23B_2000,binary
Q9-64G_2000,binary
Q11-9A_2000,binary
Q11-9AA_2000,binary
Q11-9B_2000,categorical_ordinal
Q11-9E_2000,categorical_ordinal
Q11-9F_2000,categorical_ordinal
Q11-9G_2000,categorical_ordinal
Q11-10_2000,categorical_nominal
WR-0_2000,binary
Q13-78A_2000,binary
Q13-145_01_2000,binary
HGCREV00_2000,continuous
ENROLLMTREV00_2000,categorical_ordinal
NUMKID00_2000,continuous
NUMCH00_2000,continuous
NUMSPPTR00_XRND,categorical_ordinal
RELSPPTR00_XRND,continuous
HHI_OLDSP_1_2002,binary
HH_INC_1_2002,binary
Q1-3_ETH_1_2002,binary
Q1-3_ETH_2~000001_2002,binary
Q1-3_ETH_2~000002_2002,binary
Q1-3_ETH_2~000007_2002,binary
Q11-GENHLTH_1A~000001_2002,continuous
Q11-GENHLTH_2A~000001_2002,continuous
Q11-GENHLTH_3A~000001_2002,continuous
Q11-GENHLTH_4B_1_2002,binary
Q11-GENHLTH_4B_2_2002,binary
Q11-GENHLTH_4B_3_2002,binary
Q11-GENHLTH_4B_4_2002,binary
Q11-GENHLTH_4B_5_2002,binary
Q13-78A_2002,binary
EARLY_BIRD_ELIGIBLE_2002,binary
EARLY_BIRD_INTERVIEW_2002,binary
HGCREV02_2002,continuous
ENROLLMTREV02_2002,continuous
NUMKID02_2002,continuous
NUMCH02_2002,continuous
NUMSPPTR02_XRND,categorical_ordinal
RELSPPTR02_XRND,continuous
SOCSEC-2_2004,categorical_nominal
SOCSEC-3A~000001_2004,binary
SOCSEC-3A~000002_2004,binary
SOCSEC-3A~000003_2004,binary
SOCSEC-3B_1_2004,binary
SOCSEC-4_2004,binary
Q11-GENHLTH_4B~000001_2004,categorical_ordinal
Q11-GENHLTH_4B~000002_2004,categorical_ordinal
Q11-GENHLTH_4B~000003_2004,categorical_ordinal
Q11-GENHLTH_4B~000004_2004,categorical_ordinal
Q11-GENHLTH_4B~000005_2004,categorical_ordinal
Q11-ASTHMA-1_2004,binary
WOMENS-ROLES~000001_2004,categorical_ordinal
WOMENS-ROLES~000002_2004,categorical_ordinal
WOMENS-ROLES~000003_2004,categorical_ordinal
WOMENS-ROLES~000004_2004,categorical_ordinal
WOMENS-ROLES~000005_2004,categorical_ordinal
WOMENS-ROLES~000006_2004,categorical_ordinal
WOMENS-ROLES~000007_2004,categorical_ordinal
WOMENS-ROLES~000008_2004,categorical_ordinal
HGCREV04_2004,continuous
ENROLLMTREV04_2004,categorical_ordinal
URBAN-RURAL_REV_2004,categorical_nominal
NUMKID04_2004,continuous
NUMCH04_2004,continuous
NUMSPPTR04_XRND,categorical_ordinal
RELSPPTR04_XRND,continuous
R21_PCT_DK_2004,continuous
R21_PCT_REF_2004,continuous
