variable_name,variable_type
GOVT-1_1980,binary
Q8-18_0_1980,binary
DEGREE-2_1980,binary
Q11-2_1980,binary
ROSENBERG_ESTEEM~000001_1980,categorical_ordinal
ROSENBERG_ESTEEM~000002_1980,categorical_ordinal
ROSENBERG_ESTEEM~000003_1980,categorical_ordinal
ROSENBERG_ESTEEM~000004_1980,categorical_ordinal
ROSENBERG_ESTEEM~000005_1980,categorical_ordinal
ROSENBERG_ESTEEM~000006_1980,categorical_ordinal
ROSENBERG_ESTEEM~000007_1980,categorical_ordinal
ROSENBERG_ESTEEM~000008_1980,categorical_ordinal
ROSENBERG_ESTEEM~000009_1980,categorical_ordinal
ROSENBERG_ESTEEM~000010_1980,categorical_ordinal
ROSENBERG_ESTEEM_SCORE_1980,continuous
ROSENBERG_IRT_SCORE_1980,continuous
ROSENBERG_ZSCORECW_1980,continuous
ROSENBERG_ZSCORECW_PERCENTILE_1980,continuous
DELIN-AGE_1980,categorical_ordinal
DELIN-4_1980,categorical_ordinal
DELIN-5_1980,categorical_ordinal
DELIN-6_1980,categorical_ordinal
DELIN-7_1980,categorical_ordinal
DELIN-8_1980,categorical_ordinal
DELIN-10_1980,categorical_ordinal
DELIN-11_1980,categorical_ordinal
DELIN-12_1980,categorical_ordinal
DELIN-13_1980,categorical_ordinal
DELIN-14_1980,categorical_ordinal
DELIN-16_1980,categorical_ordinal
DELIN-17_1980,categorical_ordinal
DELIN-18_1980,categorical_ordinal
DELIN-19_1980,categorical_ordinal
DELIN-21_1980,categorical_ordinal
POLICE-1_1980,binary
POLICE-2_1980,binary
POLICE-5_1980,binary
INCOME-1C_2_1980,binary
INCOME-27A_1980,binary
EXP-1_1980,categorical_nominal
Q13INT-TIME_1980,continuous
CURDATE~M_1980,continuous
Q15-1_1980,categorical_ordinal
Q15-4_1980,categorical_ordinal
Q15-5_1980,categorical_ordinal
Q15-6_1980,binary
HHI-29_1980,continuous
HHI-33_1980,continuous
Q15-12_1980,continuous
INTCHARS_INT_ID_1980,continuous
INTCHARS_YRSINTR_1980,continuous
INTCHARS_RACE_1980,categorical_nominal
INTCHARS_SEX_1980,binary
INTCHARS_AGE_1980,continuous
INTCHARS_EDUCATION_1980,categorical_ordinal
LINTDATE_M_1980,continuous
MARSTAT_1980,categorical_ordinal
NUMKID80_1980,continuous
HGC_LI_1980,continuous
DIPLOMAGED_1980,binary
HHR_LI_1980,categorical_nominal
ADDRESS_1980,binary
URBAN-RURAL_1980,binary
SMSARES_1980,categorical_nominal
HHI_FINAL_GENCODE.01_1980,binary
HHI_FINAL_RELCODE.01_1980,continuous
HHI_FINAL_AGE.01_1980,continuous
HHI_FINAL_GRADECODE.01_1980,continuous
HHI_FINAL_WORK.01_1980,binary
HHI_FINAL_GENCODE.02_1980,binary
HHI_FINAL_RELCODE.02_1980,continuous
HHI_FINAL_AGE.02_1980,continuous
HHI_FINAL_GRADECODE.02_1980,continuous
HHI_FINAL_WORK.02_1980,binary
HHI_FINAL_GENCODE.03_1980,binary
HHI_FINAL_RELCODE.03_1980,continuous
HHI_FINAL_AGE.03_1980,continuous
HHI-24_1980,categorical_nominal
HH5-10_1980,binary
SAMPWEIGHT_1980,continuous
C_SAMPWEIGHT_1980,continuous
FAMSIZE_1980,continuous
MARSTAT-COL_1980,categorical_ordinal
MARSTAT-KEY_1980,categorical_ordinal
REGION_1980,categorical_nominal
TNFI_TRUNC_1980,continuous
POVSTATUS_1980,binary
POVSTATUS_OLDSTND_1980,binary
ESR_KEY_1980,categorical_nominal
ESR_COL_1980,categorical_nominal
HGCREV80_1980,continuous
ENROLLMTREV80_1980,categorical_ordinal
AGEATINT_1980,continuous
DOI_EMPLOYED_1980,binary
WKSSINCELI_1980,continuous
WKSWK-SLI_1980,continuous
HRSWK-SLI_1980,continuous
WKSUEMP-SLI_1980,continuous
WKSOLF-SLI_1980,continuous
JOBSNUM_1980,continuous
NUMCH80_1980,continuous
NUMSPPTR80_XRND,categorical_ordinal
Q1-3_A~M_1981,continuous
Q1-3_A~Y_1981,continuous
FAM-1B_1981,continuous
FAM-SINCELI_1981,continuous
FAM-WKSWK_1981,continuous
FAM-ACCTWKS_1981,binary
Q2-3A_1981,binary
MAR-1A_1981,binary
Q9-69_1981,binary
Q3-1_1981,binary
SCHOOL-30_1981,categorical_ordinal
SCHOOL-31_1981,categorical_ordinal
DEGREE-2_1981,binary
MIL-65_1981,binary
MIL-66_1981,binary
MIL-72_1981,categorical_ordinal
MIL-73_1981,categorical_nominal
Q6-1_1981,categorical_ordinal
CPSMIL_1981,binary
ONJOBS-6_1981,binary
ONJOBS-17_1981,binary
ALLDLI_1981,binary
QES-B_1981,continuous
ONJOBS-43_1981,binary
Q7-7_1981,binary
GOVT-1_1981,binary
Q8-18_0_1981,binary
Q11-2_1981,binary
HEALTH-HEIGHT_1981,continuous
Q11-9_1981,continuous
INCOME-1C_2_1981,binary
Q13-10_1981,binary
Q13-2_1981,binary
Q13-5_1981,continuous
INCOME-4A_1981,binary
INCOME-5_1981,binary
Q13F-43A_1981,binary
Q13-60_1981,binary
Q13-61_1981,binary
Q13-74_1981,binary
INCOME-14_1981,categorical_nominal
INCOME-18_1981,binary
INCOME-19_1981,binary
INCOME-21_1981,binary
INCOME-22_1981,binary
INCOME-27A_1981,binary
TIMEUSEWK-1_1981,binary
TIMEUSESCH-1_1981,binary
SRCH-1_1981,binary
TIMEUSESLP-1_000001_1981,continuous
TIMEUSESLP-1_000002_1981,continuous
TIMEUSESLP-1_000003_1981,continuous
TIMEUSESLP-1_000004_1981,continuous
TIMEUSESLP-1_000005_1981,continuous
TIMEUSESLP-1_000006_1981,continuous
TIMEUSESLP-1_000007_1981,continuous
TIMEUSESLP-1B_1981,continuous
TIMEUSETV-2_HRS_1981,continuous
TIMEUSECHORES-1_1981,binary
TIMEUSECHORES-2A_1981,categorical_ordinal
TIMEUSECHORES-2B_1981,categorical_ordinal
TIMEUSECHORES-2C_1981,categorical_ordinal
TIMEUSECHORES-2D_1981,categorical_ordinal
TIMEUSECHORES-2E_1981,categorical_ordinal
TIMEUSECHORES-2F_1981,categorical_ordinal
TIMEUSECHORES-2G_1981,categorical_ordinal
TIMEUSECHORES-2H_1981,categorical_ordinal
TIMEUSECHORES-2I_1981,categorical_ordinal
TIMEUSECHORES-3A_1981,categorical_nominal
TIMEUSECHORES-4_HRS_1981,continuous
TIMEUSECHORES-4_MIN_1981,continuous
TIMEUSECHILDCARE-5_1981,binary
TIMEUSEREADING-10_HRS_1981,continuous
TIMEUSEREADING-10_MIN_1981,continuous
EXP-1_1981,categorical_nominal
TIME-MIN_1981,continuous
CURDATE~M_1981,continuous
Q15-1_1981,categorical_ordinal
Q15-4_1981,categorical_ordinal
Q15-5_1981,categorical_ordinal
Q15-6_1981,binary
HHI-29_1981,continuous
HHI-33_1981,continuous
Q15-12_1981,continuous
INTCHARS_INT_ID_1981,continuous
INTCHARS_YRSINTR_1981,continuous
INTCHARS_RACE_1981,categorical_nominal
INTCHARS_SEX_1981,binary
INTCHARS_AGE_1981,continuous
INTCHARS_EDUCATION_1981,categorical_ordinal
LINTDATE_M_1981,continuous
RDOB_M_1981,continuous
RDOB_Y_1981,continuous
MARSTAT_1981,categorical_ordinal
NUMCH_1981,continuous
DIPLOMAGED_1981,binary
ES-1_1_1981,categorical_nominal
EMPLOYER_STARTDATE.01~M_1981,categorical_nominal
EMPLOYER_STARTDATE.01~Y_1981,year
QES-23.01_1981,binary
TENURE1_1981,continuous
QES-28.01_1981,binary
QES-52.01_1981,binary
HHR_LI_1981,categorical_nominal
ADDRESS_1981,binary
REGION_1981,categorical_nominal
PHONE_1981,binary
HHI_FINAL_GENCODE.01_1981,binary
HHI_FINAL_RELCODE.01_1981,continuous
HHI_FINAL_AGE.01_1981,continuous
HHI_FINAL_GRADECODE.01_1981,continuous
HHI_FINAL_WORK.01_1981,binary
HHI_FINAL_GENCODE.02_1981,binary
HHI_FINAL_RELCODE.02_1981,continuous
HHI_FINAL_AGE.02_1981,continuous
HHI_FINAL_GRADECODE.02_1981,continuous
HHI_FINAL_WORK.02_1981,binary
HHI_FINAL_GENCODE.03_1981,binary
HHI_FINAL_RELCODE.03_1981,continuous
HHI_FINAL_AGE.03_1981,continuous
HH5-10_1981,binary
SAMPWEIGHT_1981,continuous
C_SAMPWEIGHT_1981,continuous
SAMPWEIGHT_ASVAB_1981,continuous
ASVAB-2_1981,binary
ASVAB-3_1981,continuous
ASVAB-4_1981,continuous
ASVAB-5_1981,continuous
ASVAB-6_1981,continuous
ASVAB-7_1981,continuous
ASVAB-8_1981,continuous
ASVAB-9_1981,continuous
ASVAB-10_1981,continuous
ASVAB-11_1981,continuous
ASVAB-12_1981,continuous
ASVAB-14_1981,continuous
ASVAB-16_1981,continuous
ASVAB-18_1981,continuous
ASVAB-20_1981,continuous
ASVAB-22_1981,continuous
ASVAB-24_1981,continuous
ASVAB-26_1981,continuous
ASVAB-28_1981,continuous
ASVAB-30_1981,continuous
ASVAB-32_1981,continuous
ASVAB-33_1981,continuous
ASVAB-34_1981,continuous
ASVAB-35_1981,continuous
ASVAB-36_1981,continuous
ASVAB-37_1981,continuous
ASVAB-38_1981,continuous
ASVAB-39_1981,continuous
ASVAB-40_1981,continuous
ASVAB-41_1981,continuous
ASVAB-42_1981,continuous
ASVAB-43_1981,continuous
AFQT-1_1981,continuous
AFQT-2_1981,continuous
AFQT-3_1981,continuous
TNFI_TRUNC_1981,continuous
POVSTATUS_1981,binary
POVSTATUS_OLDSTND_1981,binary
MARSTAT-COL_1981,categorical_ordinal
MARSTAT-KEY_1981,categorical_ordinal
ESR_KEY_1981,categorical_nominal
ESR_COL_1981,categorical_nominal
HGCREV81_1981,continuous
ENROLLMTREV81_1981,categorical_ordinal
AGEATINT_1981,continuous
SCRPT-8_1981,categorical_nominal
SCRPT-9_1981,categorical_nominal
SCRPT-10_1981,categorical_ordinal
SCRPT-12_1_1981,continuous
SCRPT-13_1_1981,categorical_nominal
SCRPT-14_1_1981,categorical_ordinal
SCRPT-12_2_1981,continuous
SCRPT-13_2_1981,categorical_nominal
SCRPT-14_2_1981,categorical_ordinal
SCRPT-12_3_1981,continuous
SCRPT-13_3_1981,categorical_nominal
SCRPT-14_3_1981,categorical_ordinal
SCRPT-12_4_1981,continuous
SCRPT-13_4_1981,categorical_nominal
SCRPT-14_4_1981,categorical_ordinal
SCRPT-12_5_1981,continuous
SCRPT-13_5_1981,categorical_nominal
SCRPT-14_5_1981,categorical_ordinal
SCRPT-11_6_1981,categorical_ordinal
SCRPT-12_6_1981,continuous
SCRPT-13_6_1981,categorical_nominal
SCRPT-14_6_1981,categorical_ordinal
SCRPT-11_7_1981,categorical_ordinal
SCRPT-12_7_1981,continuous
SCRPT-13_7_1981,categorical_nominal
SCRPT-14_7_1981,categorical_ordinal
SCRPT-11_8_1981,categorical_ordinal
SCRPT-13_8_1981,categorical_nominal
SCRPT-14_8_1981,categorical_ordinal
DOI_EMPLOYED_1981,binary
WKSWK-SLI_1981,continuous
WKSUEMP-SLI_1981,continuous
WKSOLF-SLI_1981,continuous
WKSSINCELI_1981,continuous
HRSWK-SLI_1981,continuous
WKSWK-PCY_1981,continuous
WKSUEMP-PCY_1981,continuous
WKSOLF-PCY_1981,continuous
HRSWK-PCY_1981,continuous
JOBSNUM_1981,continuous
URBAN-RURAL_1981,binary
SMSARES_1981,categorical_nominal
NUMCH81_1981,continuous
FAMSIZE_1981,continuous
NUMSPPTR81_XRND,categorical_ordinal
ASVAB-AR-MK-IRT-ZSCORE_XRND,continuous
ASVAB-AR-MK-IRT-ZSCORE_PERCENTILE_XRND,continuous
ASVAB-WK-PC-IRT-ZSCORE_XRND,continuous
ASVAB-WK-PC-IRT-ZSCORE_PERCENTILE_XRND,continuous
ASVAB-ARITHREASON-IRT-ZSCORE_XRND,continuous
ASVAB-ARITHREASON-IRT-ZSCORE_PERCENTILE_XRND,continuous
ASVAB-ARITHMETIC-REASONING-1_XRND,binary
ASVAB-ARITHMETIC-REASONING-2_XRND,binary
ASVAB-ARITHMETIC-REASONING-3_XRND,binary
ASVAB-ARITHMETIC-REASONING-4_XRND,binary
ASVAB-ARITHMETIC-REASONING-5_XRND,binary
ASVAB-ARITHMETIC-REASONING-6_XRND,binary
ASVAB-ARITHMETIC-REASONING-7_XRND,binary
ASVAB-ARITHMETIC-REASONING-8_XRND,binary
ASVAB-ARITHMETIC-REASONING-9_XRND,binary
ASVAB-ARITHMETIC-REASONING-10_XRND,binary
ASVAB-ARITHMETIC-REASONING-11_XRND,binary
ASVAB-ARITHMETIC-REASONING-12_XRND,binary
ASVAB-ARITHMETIC-REASONING-13_XRND,binary
ASVAB-ARITHMETIC-REASONING-14_XRND,binary
ASVAB-ARITHMETIC-REASONING-15_XRND,binary
ASVAB-ARITHMETIC-REASONING-16_XRND,binary
ASVAB-ARITHMETIC-REASONING-17_XRND,binary
ASVAB-ARITHMETIC-REASONING-18_XRND,binary
ASVAB-ARITHMETIC-REASONING-19_XRND,binary
ASVAB-ARITHMETIC-REASONING-20_XRND,binary
ASVAB-ARITHMETIC-REASONING-21_XRND,binary
ASVAB-ARITHMETIC-REASONING-22_XRND,binary
ASVAB-ARITHMETIC-REASONING-23_XRND,binary
ASVAB-ARITHMETIC-REASONING-24_XRND,binary
ASVAB-ARITHMETIC-REASONING-25_XRND,binary
ASVAB-ARITHMETIC-REASONING-26_XRND,binary
ASVAB-ARITHMETIC-REASONING-27_XRND,binary
ASVAB-ARITHMETIC-REASONING-28_XRND,binary
ASVAB-ARITHMETIC-REASONING-29_XRND,binary
ASVAB-ARITHMETIC-REASONING-30_XRND,binary
ASVAB-WORDKNOW-IRT-ZSCORE_XRND,continuous
ASVAB-WORDKNOW-IRT-ZSCORE_PERCENTILE_XRND,continuous
ASVAB-WORD-KNOWLEDGE-1_XRND,binary
ASVAB-WORD-KNOWLEDGE-2_XRND,binary
ASVAB-WORD-KNOWLEDGE-3_XRND,binary
ASVAB-WORD-KNOWLEDGE-4_XRND,binary
ASVAB-WORD-KNOWLEDGE-5_XRND,binary
ASVAB-WORD-KNOWLEDGE-6_XRND,binary
ASVAB-WORD-KNOWLEDGE-7_XRND,binary
ASVAB-WORD-KNOWLEDGE-8_XRND,binary
ASVAB-WORD-KNOWLEDGE-9_XRND,binary
ASVAB-WORD-KNOWLEDGE-10_XRND,binary
ASVAB-WORD-KNOWLEDGE-11_XRND,binary
ASVAB-WORD-KNOWLEDGE-12_XRND,binary
ASVAB-WORD-KNOWLEDGE-13_XRND,binary
ASVAB-WORD-KNOWLEDGE-14_XRND,binary
ASVAB-WORD-KNOWLEDGE-15_XRND,binary
ASVAB-WORD-KNOWLEDGE-16_XRND,binary
ASVAB-WORD-KNOWLEDGE-17_XRND,binary
ASVAB-WORD-KNOWLEDGE-18_XRND,binary
ASVAB-WORD-KNOWLEDGE-19_XRND,binary
ASVAB-WORD-KNOWLEDGE-20_XRND,binary
ASVAB-WORD-KNOWLEDGE-21_XRND,binary
ASVAB-WORD-KNOWLEDGE-22_XRND,binary
ASVAB-WORD-KNOWLEDGE-23_XRND,binary
ASVAB-WORD-KNOWLEDGE-24_XRND,binary
ASVAB-WORD-KNOWLEDGE-25_XRND,binary
ASVAB-WORD-KNOWLEDGE-26_XRND,binary
ASVAB-WORD-KNOWLEDGE-27_XRND,binary
ASVAB-WORD-KNOWLEDGE-28_XRND,binary
ASVAB-WORD-KNOWLEDGE-29_XRND,binary
ASVAB-WORD-KNOWLEDGE-30_XRND,binary
ASVAB-WORD-KNOWLEDGE-31_XRND,binary
ASVAB-WORD-KNOWLEDGE-32_XRND,binary
ASVAB-WORD-KNOWLEDGE-33_XRND,binary
ASVAB-WORD-KNOWLEDGE-34_XRND,binary
ASVAB-WORD-KNOWLEDGE-35_XRND,binary
ASVAB-PARACOMP-IRT-ZSCORE_XRND,continuous
ASVAB-PARACOMP-IRT-ZSCORE_PERCENTILE_XRND,continuous
ASVAB-PARAGRAPH-COMPREHENSION-1_XRND,binary
ASVAB-PARAGRAPH-COMPREHENSION-2_XRND,binary
ASVAB-PARAGRAPH-COMPREHENSION-3_XRND,binary
ASVAB-PARAGRAPH-COMPREHENSION-4_XRND,binary
ASVAB-PARAGRAPH-COMPREHENSION-5_XRND,binary
ASVAB-PARAGRAPH-COMPREHENSION-6_XRND,binary
ASVAB-PARAGRAPH-COMPREHENSION-7_XRND,binary
ASVAB-PARAGRAPH-COMPREHENSION-8_XRND,binary
ASVAB-PARAGRAPH-COMPREHENSION-9_XRND,binary
ASVAB-PARAGRAPH-COMPREHENSION-10_XRND,binary
ASVAB-PARAGRAPH-COMPREHENSION-11_XRND,binary
ASVAB-PARAGRAPH-COMPREHENSION-12_XRND,binary
ASVAB-PARAGRAPH-COMPREHENSION-13_XRND,binary
ASVAB-PARAGRAPH-COMPREHENSION-14_XRND,binary
JOB_UID_EMPROSTER1_1981,continuous
ASVAB-PARAGRAPH-COMPREHENSION-15_XRND,binary
ASVAB-MATHKNOW-IRT-ZSCORE_XRND,continuous
ASVAB-MATHKNOW-IRT-ZSCORE_PERCENTILE_XRND,continuous
ASVAB-MATHEMATICS-KNOWLEDGE-1_XRND,binary
ASVAB-MATHEMATICS-KNOWLEDGE-2_XRND,binary
ASVAB-MATHEMATICS-KNOWLEDGE-3_XRND,binary
ASVAB-MATHEMATICS-KNOWLEDGE-4_XRND,binary
ASVAB-MATHEMATICS-KNOWLEDGE-5_XRND,binary
ASVAB-MATHEMATICS-KNOWLEDGE-6_XRND,binary
ASVAB-MATHEMATICS-KNOWLEDGE-7_XRND,binary
ASVAB-MATHEMATICS-KNOWLEDGE-8_XRND,binary
ASVAB-MATHEMATICS-KNOWLEDGE-9_XRND,binary
ASVAB-MATHEMATICS-KNOWLEDGE-10_XRND,binary
ASVAB-MATHEMATICS-KNOWLEDGE-11_XRND,binary
ASVAB-MATHEMATICS-KNOWLEDGE-12_XRND,binary
ASVAB-MATHEMATICS-KNOWLEDGE-13_XRND,binary
ASVAB-MATHEMATICS-KNOWLEDGE-14_XRND,binary
ASVAB-MATHEMATICS-KNOWLEDGE-15_XRND,binary
ASVAB-MATHEMATICS-KNOWLEDGE-16_XRND,binary
ASVAB-MATHEMATICS-KNOWLEDGE-17_XRND,binary
ASVAB-MATHEMATICS-KNOWLEDGE-18_XRND,binary
ASVAB-MATHEMATICS-KNOWLEDGE-19_XRND,binary
ASVAB-MATHEMATICS-KNOWLEDGE-20_XRND,binary
ASVAB-MATHEMATICS-KNOWLEDGE-21_XRND,binary
ASVAB-MATHEMATICS-KNOWLEDGE-22_XRND,binary
ASVAB-MATHEMATICS-KNOWLEDGE-23_XRND,binary
ASVAB-MATHEMATICS-KNOWLEDGE-24_XRND,binary
ASVAB-MATHEMATICS-KNOWLEDGE-25_XRND,binary
FAM-1B_1982,continuous
FAM-SINCELI_1982,continuous
FAM-WKSWK_1982,continuous
FAM-ACCTWKS_1982,binary
FAM-2_1982,binary
R_REL-2_1982,categorical_nominal
R_REL-3_1982,categorical_ordinal
Q2-3A_1982,binary
MAR-1A_1982,categorical_ordinal
Q3-1_1982,binary
Q3-7_1982,binary
SCHOOL-22_1982,binary
SCHOOL-30_1982,categorical_ordinal
SCHOOL-31_1982,categorical_ordinal
SCHOOL-31A_1982,binary
SCHOOL-34_1982,categorical_ordinal
SCHOOL-DIPGED_1982,binary
DEGREE-2_1982,binary
MIL-65_1982,binary
MIL-66_1982,binary
MIL-72_1982,categorical_ordinal
MIL-73_1982,categorical_nominal
Q6-1_1982,categorical_ordinal
CPSIND70_1982,categorical_nominal
CPSOCC70_1982,categorical_nominal
CPS-QES-56L_1982,binary
CPS-QES-56C_1982,categorical_nominal
CPS-QES-52A_1982,continuous
CPS-QES-84A_1982,binary
CPS-QES-86A.01_1982,categorical_nominal
CPS-QES-89_1982,categorical_ordinal
ONJOBS-1A_1982,binary
SRCH-7_1982,binary
SRCH-8_1982,binary
SRCH-28_1982,binary
SRCH-29_000013_1982,binary
SRCH-37_1982,binary
SRCH-38_1982,binary
CPSMIL_1982,binary
OTHERWK_1982,binary
ONJBS-6_1982,binary
ONJOBS-17_1982,binary
ALLDLI_1982,binary
QES-B_1982,continuous
ONJOBS-43_1982,binary
Q7-7_1982,binary
GOVT-1_1982,binary
Q8-18_1982,binary
FER-1A_1982,continuous
FER-1B_1982,continuous
FFER-28_1982,binary
Q11-2_1982,binary
HEALTH-HEIGHT_1982,continuous
Q11-9_1982,continuous
ALCH-1_1982,binary
ALCH-2_1982,continuous
Q12-3_1982,binary
Q12-8_1982,categorical_nominal
INCOME-1C_2_1982,binary
Q13-2_1982,binary
Q13-5_1982,continuous
Q13-5_TRUNC_REVISED_1982,continuous
INCOME-4A_1982,binary
Q13-10_1982,binary
INCOME-2A_1982,binary
INCOME-5_1982,binary
Q13A-43A_1982,binary
Q13F-43A_1982,binary
Q13-60_1982,binary
Q13-61_1982,binary
Q13-74_1982,binary
INCOME-14_1982,categorical_nominal
INCOME-18_1982,binary
INCOME-19_1982,binary
INCOME-21_1982,binary
INCOME-22_1982,binary
Q13-117_1982,binary
INCOME-27A_1982,binary
WOMENS-ROLES_000001_1982,categorical_ordinal
WOMENS-ROLES_000002_1982,categorical_ordinal
WOMENS-ROLES_000003_1982,categorical_ordinal
WOMENS-ROLES_000004_1982,categorical_ordinal
WOMENS-ROLES_000005_1982,categorical_ordinal
WOMENS-ROLES_000006_1982,categorical_ordinal
WOMENS-ROLES_000007_1982,categorical_ordinal
WOMENS-ROLES_000008_1982,categorical_ordinal
Q11-86B_1982,binary
EXP-1_1982,categorical_nominal
EXP-3_1982,categorical_ordinal
EXP-11A_1982,binary
EXP-11B_1982,binary
EXP-11D_1982,binary
EXP-11E_1982,binary
TIME-MIN_1982,continuous
CURDATE~M_1982,continuous
Q15-1_1982,categorical_ordinal
Q15-2_1982,binary
Q15-4_1982,categorical_ordinal
Q15-5_1982,categorical_ordinal
Q15-6_1982,binary
HHI-29_1982,continuous
HHI-33_1982,continuous
HHI-34_1982,binary
Q15-12_1982,continuous
INTCHARS_INT_ID_1982,continuous
INTCHARS_YRSINTR_1982,continuous
INTCHARS_RACE_1982,categorical_nominal
INTCHARS_SEX_1982,binary
INTCHARS_AGE_1982,continuous
INTCHARS_EDUCATION_1982,categorical_ordinal
RDOB_M_1982,continuous
RDOB_Y_1982,continuous
LINTDATE_M_1982,continuous
DATELI_M_1982,continuous
MARCODE_1982,categorical_ordinal
DIPLOMAGED_1982,binary
EDUCATION_1982,categorical_ordinal
HLTHCODE_1982,binary
HHR_LI_1982,categorical_nominal
ADDRESS_1982,binary
PHONE_1982,binary
HHI_FINAL_GENCODE.01_1982,binary
HHI_FINAL_RELCODE.01_1982,continuous
HHI_FINAL_AGE.01_1982,continuous
HHI_FINAL_GRADECODE.01_1982,continuous
HHI_FINAL_WORK.01_1982,binary
HHI_FINAL_GENCODE.02_1982,binary
HHI_FINAL_RELCODE.02_1982,continuous
HHI_FINAL_AGE.02_1982,continuous
HHI_FINAL_GRADECODE.02_1982,continuous
HHI_FINAL_WORK.02_1982,binary
CPSIND80_1982,categorical_nominal
CPSOCC80_1982,categorical_nominal
HHI-24_1982,categorical_nominal
HH5-10_1982,binary
ES-1_1_1982,categorical_nominal
EMPLOYER_STARTDATE.01~M_1982,categorical_nominal
EMPLOYER_STARTDATE.01~Y_1982,year
QES-23.01_1982,binary
TENURE1_1982,continuous
QES-28.01_1982,binary
QES-52A.01_1982,continuous
QES-51.01_1982,continuous
SAMPWEIGHT_1982,continuous
C_SAMPWEIGHT_1982,continuous
FAMSIZE_1982,continuous
DOI_EMPLOYED_1982,binary
HRSWK-PCY_1982,continuous
WKSWK-PCY_1982,continuous
WKSUEMP-PCY_1982,continuous
WKSOLF-PCY_1982,continuous
HRSWK-SLI_1982,continuous
WKSWK-SLI_1982,continuous
WKSUEMP-SLI_1982,continuous
WKSOLF-SLI_1982,continuous
WKSSINCELI_1982,continuous
JOBSNUM_1982,continuous
URBAN-RURAL_1982,binary
SMSARES_1982,categorical_nominal
REGION_1982,categorical_nominal
HGCREV82_1982,continuous
ENROLLMTREV82_1982,categorical_ordinal
AGEATINT_1982,continuous
MARSTAT-COL_1982,categorical_ordinal
MARSTAT-KEY_1982,categorical_ordinal
ESR_KEY_1982,categorical_nominal
ESR_COL_1982,categorical_nominal
TNFI_TRUNC_1982,continuous
POVSTATUS_1982,binary
POVSTATUS_OLDSTND_1982,binary
NUMKID82_1982,continuous
NUMCH82_1982,continuous
NUMSPPTR82_XRND,categorical_ordinal
JOB_UID_EMPROSTER1_1982,continuous
FAM-1B_1983,continuous
FAM-SINCELI_1983,continuous
FAM-WKSWK_1983,continuous
FAM-ACCTWKS_1983,binary
FAM-2A_1983,binary
Q2-3A_1983,binary
MAR-1A_1983,binary
Q3-1_1983,binary
Q3-7_1983,binary
SCHOOL-22_1983,binary
SCHOOL-DIPGED_1983,binary
DEGREE-2_1983,binary
MIL-FAM_1983,continuous
MIL-66_1983,binary
MIL-72_1983,categorical_ordinal
MIL-73_1983,categorical_nominal
Q6-1_1983,categorical_ordinal
CPSIND70_1983,categorical_nominal
CPSOCC70_1983,categorical_nominal
CPS-QES-56L_1983,binary
CPSIND80_1983,categorical_nominal
CPSOCC80_1983,categorical_nominal
CPS-QES-56C_1983,categorical_nominal
CPS-QES-52A_1983,continuous
CPS-6C_1983,binary
CPSMIL_1983,binary
OTHERWK_1983,binary
ONJOBS-6_1983,binary
ALLDLI_1983,binary
QES-B_1983,continuous
ONJOBS-43_1983,binary
Q7-7_1983,binary
Q8-18_1983,binary
FER-SEX_1_1983,binary
Q11-2_1983,binary
ALCH-1_1983,binary
ALCH-2_1983,continuous
ALCH-2A_1983,continuous
Q12-3_1983,binary
Q12-8_1983,categorical_nominal
Q13-2_1983,binary
Q13-5_1983,continuous
Q13-5_TRUNC_REVISED_1983,continuous
INCOME-4A_1983,binary
Q13-10_1983,binary
INCOME-2A_1983,binary
INCOME-5_1983,binary
Q13A-43A_1983,binary
Q13F-43A_1983,binary
Q13-60_1983,binary
Q13-61_1983,binary
Q13-74_1983,binary
INCOME-14_1983,categorical_nominal
INCOME-18_1983,binary
INCOME-19_1983,binary
Q13-117_1983,binary
INCOME-27A_1983,binary
Q11-86B_1983,binary
EXP-1_1983,categorical_nominal
TIME-MIN_1983,continuous
CURDATE~M_1983,continuous
Q15-1_1983,categorical_ordinal
Q15-2_1983,binary
Q15-4_1983,categorical_ordinal
Q15-5_1983,categorical_ordinal
Q15-6_1983,binary
HHI-29_1983,continuous
HHI-33_1983,continuous
Q15-12_1983,continuous
INTCHARS_INT_ID_1983,continuous
INTCHARS_YRSINTR_1983,continuous
INTCHARS_RACE_1983,categorical_nominal
INTCHARS_SEX_1983,binary
INTCHARS_AGE_1983,continuous
INTCHARS_EDUCATION_1983,categorical_ordinal
RDOB_M_1983,continuous
RDOB_Y_1983,continuous
LINTDATE_M_1983,continuous
MARSTAT_1983,categorical_ordinal
DIPLOMAGED_1983,binary
HHR_LI_1983,categorical_nominal
ADDRESS_1983,binary
PHONE_1983,binary
HHI_FINAL_GENCODE.01_1983,binary
HHI_FINAL_RELCODE.01_1983,continuous
HHI_FINAL_AGE.01_1983,continuous
HHI_FINAL_GRADECODE.01_1983,continuous
HHI_FINAL_WORK.01_1983,binary
HHI_FINAL_GENCODE.02_1983,binary
HHI_FINAL_RELCODE.02_1983,continuous
HHI_FINAL_AGE.02_1983,continuous
HHI_FINAL_GRADECODE.02_1983,continuous
HHI_FINAL_WORK.02_1983,binary
HHI-24_1983,categorical_nominal
HH5-10_1983,binary
ES-1_1_1983,categorical_nominal
EMPLOYER_STARTDATE.01~M_1983,categorical_nominal
